0,2.84728e+06
1,2.81775e+06
2,2.644e+06
3,2.31464e+06
4,1.96211e+06
5,1.62783e+06
6,1.45627e+06
7,1.47482e+06
8,1.62128e+06
9,1.74913e+06
10,1.89838e+06
11,1.92557e+06
12,1.75218e+06
13,1.54407e+06
14,1.24621e+06
15,979968
16,729994
17,494248
18,282230
19,163882
20,279686
21,406392
22,631106
23,836475
24,1.03732e+06
25,1.14199e+06
26,1.16202e+06
27,1.05812e+06
28,902826
29,657463
30,475630
31,385010
32,483367
33,685281
34,884243
35,983310
36,992255
37,947195
38,820953
39,687323
40,553178
41,387383
42,299852
43,385906
44,454174
45,506912
46,512397
47,527665
48,482351
49,457056
50,328308
51,202078
52,228178
53,204350
54,188690
55,121591
56,72274.3
57,89979.8
58,178996
59,208444
60,259563
61,390939
62,442876
63,450965
64,429357
65,379876
66,326505
67,327151
68,376493
69,452977
70,617022
71,790539
72,842254
73,894500
74,869696
75,832435
76,760035
77,717794
78,647985
79,661362
80,693660
81,681902
82,683819
83,711221
84,709029
85,701463
86,681248
87,588932
88,495939
89,337656
90,180154
91,163343
92,117422
93,104658
94,175551
95,229623
96,262937
97,283943
98,297796
99,335750
100,399066
101,347903
102,221795
103,131775
104,29681.7
105,79508.5
106,144544
107,260126
108,335746
109,446911
110,496349
111,418560
112,373205
113,332197
114,314402
115,311689
116,355478
117,385161
118,448146
119,477488
120,440750
121,459349
122,533059
123,544075
124,550069
125,511348
126,436393
127,387066
128,330643
129,327427
130,376047
131,371939
132,320846
133,335897
134,336175
135,380086
136,453783
137,510092
138,554701
139,558248
140,467125
141,380227
142,381212
143,324622
144,306241
145,294779
146,334925
147,358702
148,401126
149,367727
150,319875
151,369660
152,331395
153,273321
154,223790
155,229392
156,266334
157,292852
158,302725
159,276232
160,321464
161,346888
162,233772
163,154370
164,105944
165,161160
166,233689
167,239238
168,272796
169,290119
170,296270
171,397110
172,566014
173,687762
174,797219
175,847587
176,831363
177,797263
178,747616
179,704907
180,742707
181,839309
182,829764
183,836220
184,774055
185,695301
186,582649
187,509769
188,423399
189,406183
190,448878
191,451168
192,396980
193,358419
194,266159
195,178212
196,115515
197,87033.8
198,122478
199,231853
200,351831
201,331626
202,233561
203,131142
204,79331.2
205,124611
206,140816
207,173256
208,208698
209,287939
210,350322
211,251129
212,116834
213,106166
214,163480
215,225744
216,286211
217,389109
218,472900
219,525495
220,453420
221,284239
222,284694
223,283761
224,258267
225,181312
226,55086.3
227,62448
228,129443
229,141735
230,265011
231,499424
232,573088
233,616336
234,579287
235,541933
236,549139
237,528291
238,484734
239,408883
240,330281
241,261565
242,329277
243,415107
244,558386
245,681584
246,750195
247,711174
248,613198
249,454235
250,349499
251,375387
252,303901
253,312928
254,362997
255,421532
256,403591
257,403221
258,409412
259,483066
260,569916
261,466973
262,328870
263,208209
264,162708
265,168218
266,240896
267,319045
268,429406
269,496421
270,447346
271,383957
272,459583
273,518719
274,545963
275,522200
276,423366
277,326492
278,237156
279,164430
280,195904
281,345414
282,374433
283,382738
284,303571
285,184671
286,96735.8
287,172490
288,261131
289,292075
290,225257
291,54706.2
292,74599
293,133233
294,200693
295,294925
296,389366
297,443229
298,459104
299,401376
300,269472
301,339586
302,405179
303,459719
304,489663
305,530618
306,525387
307,500064
308,429029
309,347800
310,389780
311,516415
312,486827
313,428856
314,328509
315,267692
316,206129
317,157636
318,75254.2
319,36759.4
320,145315
321,185581
322,220853
323,339319
324,434016
325,483736
326,411654
327,291376
328,137558
329,139568
330,306850
331,343225
332,281827
333,234402
334,204446
335,260483
336,325358
337,375061
338,378629
339,307948
340,121106
341,281395
342,479621
343,651269
344,725693
345,712626
346,561098
347,361229
348,139081
349,187511
350,396144
351,432625
352,364501
353,326220
354,341410
355,421493
356,471552
357,501539
358,478458
359,369263
360,92866.5
361,284533
362,553683
363,744837
364,776319
365,699663
366,564638
367,524634
368,520459
369,446716
370,225712
371,165882
372,428564
373,717078
374,1.0071e+06
375,1.31237e+06
376,1.48916e+06
377,1.47492e+06
378,1.20404e+06
379,739773
380,400365
381,870145
382,1.30547e+06
383,1.68928e+06
384,1.99944e+06
385,2.21474e+06
386,2.17686e+06
387,1.87168e+06
388,1.30373e+06
389,593940
390,259579
391,1.21555e+06
392,2.34602e+06
393,3.70982e+06
394,5.09935e+06
395,6.33095e+06
396,7.24495e+06
397,7.94649e+06
398,8.52797e+06
399,9.02479e+06
400,9.23024e+06
401,9.08714e+06
402,8.6701e+06
403,8.0413e+06
404,7.35646e+06
405,6.54917e+06
406,5.53199e+06
407,4.20269e+06
408,2.71951e+06
409,1.31522e+06
410,399373
411,775091
412,1.56157e+06
413,2.27028e+06
414,2.76058e+06
415,2.83245e+06
416,2.49669e+06
417,1.82325e+06
418,1.07399e+06
419,455209
420,364553
421,739408
422,1.27085e+06
423,1.63652e+06
424,1.6897e+06
425,1.3838e+06
426,913501
427,578626
428,590739
429,492184
430,259911
431,285046
432,712534
433,983834
434,1.05428e+06
435,1.0216e+06
436,1.05173e+06
437,1.01881e+06
438,828801
439,569004
440,615356
441,800068
442,973463
443,890869
444,641405
445,505245
446,596795
447,579116
448,380548
449,76691.9
450,80610.2
451,157440
452,169397
453,456451
454,843537
455,1.08097e+06
456,1.10836e+06
457,874099
458,547098
459,401173
460,416486
461,469418
462,633850
463,816149
464,917559
465,850789
466,627349
467,337934
468,285113
469,405683
470,385781
471,445081
472,567113
473,654542
474,600607
475,422914
476,203880
477,304652
478,482201
479,529593
480,468400
481,478618
482,429040
483,317484
484,135405
485,169154
486,378139
487,532235
488,586472
489,505412
490,417125
491,360014
492,222247
493,101373
494,213264
495,390851
496,586626
497,704385
498,714254
499,573927
500,482748
501,342455
502,238919
503,304867
504,427767
505,540247
506,662082
507,669782
508,555489
509,354163
510,268202
511,121370
512,112826
513,215564
514,459994
515,693948
516,836684
517,769580
518,566509
519,415975
520,356787
521,272860
522,315117
523,453932
524,620785
525,685328
526,579463
527,374249
528,388288
529,521507
530,465775
531,417922
532,202607
533,221090
534,412390
535,399744
536,229162
537,196137
538,366158
539,353023
540,411997
541,422014
542,577423
543,759025
544,706717
545,453416
546,157038
547,317706
548,389399
549,208541
550,204969
551,282415
552,474845
553,484619
554,246015
555,207437
556,482963
557,544074
558,383003
559,342499
560,455252
561,587959
562,660591
563,495874
564,274025
565,355962
566,446071
567,276416
568,79146.7
569,374342
570,510046
571,658003
572,603761
573,509730
574,645698
575,716400
576,585678
577,253481
578,144720
579,294963
580,406402
581,470509
582,451440
583,614454
584,741787
585,656585
586,365952
587,27076.3
588,191920
589,149758
590,243625
591,285228
592,466624
593,655036
594,600182
595,377398
596,188411
597,347712
598,395980
599,202469
600,79091.2
601,80466
602,257085
603,275995
604,87746.2
605,177255
606,412679
607,460118
608,329619
609,165784
610,187797
611,172403
612,279041
613,305763
614,241100
615,239817
616,226485
617,115795
618,109100
619,327047
620,376282
621,495328
622,611050
623,571726
624,404195
625,292665
626,408620
627,554490
628,642075
629,595282
630,603005
631,695908
632,665726
633,555332
634,660894
635,850318
636,935570
637,788374
638,499915
639,338082
640,287784
641,171598
642,242175
643,408141
644,512255
645,509662
646,339815
647,394465
648,689364
649,795774
650,748568
651,759473
652,594128
653,281008
654,177463
655,231510
656,360686
657,553675
658,679068
659,573481
660,534950
661,434347
662,162710
663,80736.9
664,57735.5
665,192604
666,580538
667,850540
668,895456
669,720023
670,688809
671,553924
672,309962
673,270610
674,407147
675,599192
676,740934
677,697218
678,473855
679,308951
680,272152
681,61558.9
682,121685
683,82659.5
684,223493
685,529683
686,725655
687,701444
688,505731
689,384310
690,448527
691,350181
692,316187
693,536888
694,668620
695,665825
696,469991
697,188488
698,167731
699,348161
700,289980
701,367293
702,492511
703,350676
704,8851.11
705,395097
706,623289
707,548164
708,239853
709,107784
710,112618
711,176986
712,334370
713,269082
714,249043
715,365702
716,291897
717,296329
718,592597
719,660756
720,734070
721,938633
722,821372
723,600652
724,885111
725,1.13542e+06
726,1.00133e+06
727,642943
728,324798
729,268386
730,508638
731,502685
732,525342
733,964439
734,1.09486e+06
735,713912
736,114326
737,708760
738,886679
739,584928
740,579447
741,496544
742,78553
743,399438
744,531747
745,749442
746,1.06595e+06
747,1.04686e+06
748,657006
749,767246
750,906793
751,697488
752,965185
753,1.10167e+06
754,708977
755,471120
756,759154
757,630757
758,241018
759,376227
760,238218
761,486392
762,643128
763,261719
764,865810
765,1.48837e+06
766,1.33727e+06
767,518898
768,413176
769,764144
770,420242
771,482957
772,760410
773,1.01206e+06
774,1.35136e+06
775,1.26007e+06
776,754339
777,1.03664e+06
778,1.33243e+06
779,831094
780,498298
781,810736
782,753747
783,1.32826e+06
784,1.95173e+06
785,2.0916e+06
786,2.09377e+06
787,2.07843e+06
788,1.506e+06
789,509777
790,432257
791,604810
792,2.12046e+06
793,3.87564e+06
794,5.11007e+06
795,6.05728e+06
796,7.12051e+06
797,8.07554e+06
798,8.83386e+06
799,9.63183e+06
800,1.00487e+07
801,9.48789e+06
802,8.47629e+06
803,7.98486e+06
804,7.56853e+06
805,6.41696e+06
806,4.83595e+06
807,3.3999e+06
808,2.11213e+06
809,957245
810,188975
811,642304
812,1.51721e+06
813,2.11674e+06
814,2.04139e+06
815,1.79235e+06
816,1.93368e+06
817,1.76665e+06
818,991524
819,130941
820,355741
821,383358
822,549980
823,973436
824,1.36939e+06
825,1.57316e+06
826,1.35872e+06
827,675814
828,312589
829,565106
830,378828
831,255493
832,681702
833,900053
834,946148
835,951273
836,775986
837,481939
838,459346
839,413837
840,168771
841,258113
842,512308
843,697786
844,751744
845,600197
846,478302
847,665406
848,653368
849,399711
850,366440
851,550050
852,447552
853,89373.4
854,645296
855,939901
856,847934
857,431401
858,78187.3
859,349917
860,427456
861,289504
862,395516
863,804942
864,836550
865,397329
866,279333
867,632307
868,531855
869,281751
870,313860
871,412500
872,322306
873,50589.9
874,553341
875,884904
876,870317
877,478933
878,428997
879,651164
880,659244
881,516599
882,536492
883,805434
884,783956
885,443355
886,56222.7
887,357469
888,408785
889,281786
890,135541
891,185326
892,254152
893,237556
894,373544
895,483923
896,387242
897,141721
898,148054
899,189580
900,134932
901,33821.7
902,160037
903,319755
904,343661
905,401456
906,455952
907,258343
908,155594
909,361214
910,420898
911,362135
912,296410
913,551978
914,739925
915,675183
916,373319
917,406789
918,684832
919,704508
920,597558
921,525479
922,572435
923,551293
924,306139
925,188003
926,134283
927,323706
928,389968
929,272409
930,172664
931,170630
932,115052
933,270612
934,579299
935,489453
936,156407
937,499791
938,510516
939,302060
940,141714
941,55587.3
942,196540
943,535392
944,570690
945,251935
946,468642
947,650270
948,409588
949,171199
950,64573.2
951,80864.1
952,358432
953,601549
954,396568
955,346497
956,703839
957,600572
958,262927
959,127292
960,95810.1
961,260801
962,531956
963,517993
964,391233
965,775586
966,893053
967,548591
968,354648
969,353655
970,348518
971,451823
972,521588
973,483364
974,881946
975,1.07304e+06
976,775705
977,554063
978,660083
979,549711
980,388123
981,304792
982,272859
983,559510
984,674402
985,396366
986,267037
987,521354
988,347787
989,199305
990,260909
991,307105
992,201286
993,250095
994,479965
995,491772
996,324346
997,183661
998,477851
999,598200
1000,599215
1001,573093
1002,547831
1003,719406
1004,559692
1005,186877
1006,174744
1007,380370
1008,408941
1009,320215
1010,294528
1011,246730
1012,325288
1013,213951
1014,266568
1015,355664
1016,62378.5
1017,334751
1018,404000
1019,252677
1020,179029
1021,83384.2
1022,133339
1023,313280
1024,452648
1025,251249
1026,220699
1027,465271
1028,313472
1029,97001.7
1030,48370.8
1031,121451
1032,262987
1033,618924
1034,599766
1035,270653
1036,580492
1037,687483
1038,424329
1039,274562
1040,271755
1041,275476
1042,491969
1043,528031
1044,229984
1045,511250
1046,736358
1047,428809
1048,241639
1049,312543
1050,195222
1051,125475
1052,134252
1053,289344
1054,227725
1055,303951
1056,238931
1057,210290
1058,361064
1059,308011
1060,378303
1061,390677
1062,601747
1063,620800
1064,233545
1065,310596
1066,556201
1067,533498
1068,399438
1069,464721
1070,653450
1071,767908
1072,971297
1073,707266
1074,587763
1075,930517
1076,810168
1077,355010
1078,274598
1079,477086
1080,567028
1081,727468
1082,699815
1083,470705
1084,839168
1085,775571
1086,138143
1087,320073
1088,146385
1089,271288
1090,419158
1091,574249
1092,442526
1093,333121
1094,631808
1095,416029
1096,387303
1097,285668
1098,343797
1099,693308
1100,721629
1101,798486
1102,517948
