0,1.91411e+06
1,1.92851e+06
2,1.90268e+06
3,1.79439e+06
4,1.71575e+06
5,1.62171e+06
6,1.57743e+06
7,1.55629e+06
8,1.57265e+06
9,1.54877e+06
10,1.5806e+06
11,1.56036e+06
12,1.40531e+06
13,1.25283e+06
14,1.05356e+06
15,890372
16,749994
17,697968
18,652378
19,705402
20,711416
21,670320
22,722651
23,781930
24,862075
25,900503
26,914666
27,857184
28,825702
29,740297
30,745758
31,841142
32,918845
33,974764
34,1.02059e+06
35,1.00063e+06
36,935305
37,854717
38,732198
39,632534
40,584488
41,539191
42,494341
43,525522
44,513156
45,498458
46,445002
47,407377
48,310765
49,264884
50,186375
51,150257
52,133168
53,166188
54,160463
55,215244
56,282518
57,311116
58,356997
59,328665
60,341479
61,412769
62,419570
63,416540
64,463519
65,514725
66,586717
67,657559
68,716836
69,753222
70,823164
71,808422
72,698207
73,639405
74,561732
75,546667
76,546504
77,598681
78,601590
79,643991
80,601223
81,461658
82,340788
83,251732
84,167701
85,145968
86,158803
87,195638
88,201929
89,214547
90,118184
91,27555.5
92,86036.5
93,100837
94,100501
95,75646.6
96,44794.9
97,52550.2
98,7834.03
99,52931.9
100,173307
101,269310
102,274221
103,301333
104,275880
105,273411
106,262304
107,297150
108,304948
109,389381
110,429294
111,400738
112,390382
113,407818
114,413631
115,430454
116,437708
117,399883
118,380105
119,319533
120,247380
121,285068
122,343536
123,349815
124,372712
125,342833
126,306667
127,291687
128,276831
129,318282
130,364735
131,330805
132,268552
133,273491
134,261746
135,306632
136,352633
137,379595
138,391848
139,375582
140,282901
141,255715
142,301826
143,291624
144,324026
145,313014
146,307821
147,256715
148,232287
149,149718
150,177274
151,199633
152,136182
153,90619.3
154,70910.1
155,56574.7
156,74534.7
157,73830.2
158,118976
159,167002
160,145024
161,177521
162,295935
163,345610
164,416141
165,421044
166,421948
167,385024
168,396612
169,360717
170,406783
171,514392
172,556300
173,548175
174,517207
175,434464
176,347482
177,283605
178,260350
179,250396
180,342475
181,433916
182,434974
183,421844
184,396972
185,369449
186,373246
187,411233
188,468634
189,526702
190,648812
191,698565
192,626855
